,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
,,,,,,,,,,
7639,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,skeletonema_subsalsum,0
,,,,,,,,,,
8709,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,skeletonema_subsalsum,0
,,,,,,,,,,
9779,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,skeletonema_subsalsum,0
,,,,,,,,,,
10849,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,skeletonema_subsalsum,0
,,,,,,,,,,
11919,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,skeletonema_subsalsum,0
,,,,,,,,,,
12989,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
14059,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
15129,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
16199,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,skeletonema_subsalsum,0
,,,,,,,,,,
17269,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,skeletonema_subsalsum,0
,,,,,,,,,,
18339,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,skeletonema_subsalsum,0
,,,,,,,,,,
19409,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,skeletonema_subsalsum,0
,,,,,,,,,,
20479,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,skeletonema_subsalsum,0
,,,,,,,,,,
21549,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,skeletonema_subsalsum,0
,,,,,,,,,,
22619,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,skeletonema_subsalsum,0
,,,,,,,,,,
23689,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,skeletonema_subsalsum,0
,,,,,,,,,,
24759,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,skeletonema_subsalsum,0
,,,,,,,,,,
25829,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,skeletonema_subsalsum,0
,,,,,,,,,,
26899,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,skeletonema_subsalsum,0
,,,,,,,,,,
27969,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,skeletonema_subsalsum,0
,,,,,,,,,,
29039,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,skeletonema_subsalsum,0
,,,,,,,,,,
30109,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,skeletonema_subsalsum,0
,,,,,,,,,,
31179,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,skeletonema_subsalsum,0
,,,,,,,,,,
32249,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,skeletonema_subsalsum,0
,,,,,,,,,,
33319,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,skeletonema_subsalsum,0
,,,,,,,,,,
34389,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,skeletonema_subsalsum,0
,,,,,,,,,,
35459,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,skeletonema_subsalsum,0.027339381
,,,,,,,,,,
36529,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,skeletonema_subsalsum,0
,,,,,,,,,,
37599,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,skeletonema_subsalsum,0.03539823
,,,,,,,,,,
38669,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,skeletonema_subsalsum,NA
,,,,,,,,,,
39739,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,skeletonema_subsalsum,NA
,,,,,,,,,,
40809,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,skeletonema_subsalsum,NA
,,,,,,,,,,
41879,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,skeletonema_subsalsum,0
,,,,,,,,,,
42949,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,skeletonema_subsalsum,0
,,,,,,,,,,
44019,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,skeletonema_subsalsum,0
,,,,,,,,,,
45089,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,skeletonema_subsalsum,0
,,,,,,,,,,
46159,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,skeletonema_subsalsum,0
,,,,,,,,,,
47229,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,skeletonema_subsalsum,0
,,,,,,,,,,
48299,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,skeletonema_subsalsum,0
,,,,,,,,,,
49369,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,skeletonema_subsalsum,0
,,,,,,,,,,
50439,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,skeletonema_subsalsum,0
,,,,,,,,,,
51509,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,skeletonema_subsalsum,0
,,,,,,,,,,
52579,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,skeletonema_subsalsum,0
,,,,,,,,,,
53649,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,skeletonema_subsalsum,0
,,,,,,,,,,
54719,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,skeletonema_subsalsum,0
,,,,,,,,,,
55789,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,skeletonema_subsalsum,0
,,,,,,,,,,
56859,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,skeletonema_subsalsum,0
,,,,,,,,,,
57929,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,skeletonema_subsalsum,0
,,,,,,,,,,
58999,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,skeletonema_subsalsum,0
,,,,,,,,,,
60069,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,skeletonema_subsalsum,0
,,,,,,,,,,
61139,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
62209,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
63279,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
64349,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
65419,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,skeletonema_subsalsum,0
,,,,,,,,,,
66489,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,skeletonema_subsalsum,0
,,,,,,,,,,
67559,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,skeletonema_subsalsum,0
,,,,,,,,,,
68629,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,skeletonema_subsalsum,0
,,,,,,,,,,
362,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
1432,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
2502,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
3572,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,stenophysa_marmorata,0
,,,,,,,,,,
4642,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,stenophysa_marmorata,0
,,,,,,,,,,
5712,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,stenophysa_marmorata,0
,,,,,,,,,,
6782,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,stenophysa_marmorata,0
,,,,,,,,,,
7852,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,stenophysa_marmorata,0
,,,,,,,,,,
8922,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,stenophysa_marmorata,0.026995878
,,,,,,,,,,
9992,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,stenophysa_marmorata,0
,,,,,,,,,,
11062,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,stenophysa_marmorata,0
,,,,,,,,,,
12132,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,stenophysa_marmorata,0
,,,,,,,,,,
13202,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
14272,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
15342,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
16412,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,stenophysa_marmorata,0
,,,,,,,,,,
17482,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,stenophysa_marmorata,0
,,,,,,,,,,
18552,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,stenophysa_marmorata,0
,,,,,,,,,,
19622,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,stenophysa_marmorata,0
,,,,,,,,,,
20692,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,stenophysa_marmorata,0
,,,,,,,,,,
21762,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,stenophysa_marmorata,0
,,,,,,,,,,
22832,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
23902,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
24972,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
26042,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,stenophysa_marmorata,0
,,,,,,,,,,
27112,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,stenophysa_marmorata,0
,,,,,,,,,,
28182,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,stenophysa_marmorata,0
,,,,,,,,,,
29252,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,stenophysa_marmorata,0
,,,,,,,,,,
30322,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,stenophysa_marmorata,0
,,,,,,,,,,
31392,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,stenophysa_marmorata,0
,,,,,,,,,,
32462,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,stenophysa_marmorata,0
,,,,,,,,,,
33532,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,stenophysa_marmorata,0
,,,,,,,,,,
34602,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,stenophysa_marmorata,0
,,,,,,,,,,
35672,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,stenophysa_marmorata,0
,,,,,,,,,,
36742,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,stenophysa_marmorata,0
,,,,,,,,,,
37812,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,stenophysa_marmorata,0
,,,,,,,,,,
38882,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,stenophysa_marmorata,NA
,,,,,,,,,,
39952,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,stenophysa_marmorata,NA
,,,,,,,,,,
41022,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,stenophysa_marmorata,NA
,,,,,,,,,,
42092,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,stenophysa_marmorata,0
,,,,,,,,,,
43162,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,stenophysa_marmorata,0
,,,,,,,,,,
44232,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,stenophysa_marmorata,0
,,,,,,,,,,
45302,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,stenophysa_marmorata,0
,,,,,,,,,,
46372,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,stenophysa_marmorata,0
,,,,,,,,,,
47442,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,stenophysa_marmorata,0
,,,,,,,,,,
48512,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,stenophysa_marmorata,0
,,,,,,,,,,
49582,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,stenophysa_marmorata,0
,,,,,,,,,,
50652,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,stenophysa_marmorata,0
,,,,,,,,,,
51722,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,stenophysa_marmorata,0
,,,,,,,,,,
52792,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,stenophysa_marmorata,0
,,,,,,,,,,
53862,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,stenophysa_marmorata,0
,,,,,,,,,,
54932,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,stenophysa_marmorata,0
,,,,,,,,,,
56002,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,stenophysa_marmorata,0
,,,,,,,,,,
57072,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,stenophysa_marmorata,0
,,,,,,,,,,
58142,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,stenophysa_marmorata,0
,,,,,,,,,,
59212,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,stenophysa_marmorata,0
,,,,,,,,,,
60282,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,stenophysa_marmorata,0
,,,,,,,,,,
61352,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
62422,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
63492,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
64562,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
65632,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,stenophysa_marmorata,0
,,,,,,,,,,
66702,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
67772,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
68842,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,stenophysa_marmorata,0
,,,,,,,,,,
119,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
1189,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
2259,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
3329,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
4399,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
5469,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,stephanodiscus_cf_minutulus_127,0.135291844
,,,,,,,,,,
6539,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
7609,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
8679,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
9749,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
10819,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
11889,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
12959,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
14029,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
15099,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
16169,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
17239,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
18309,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
19379,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
20449,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
21519,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
22589,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
23659,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
24729,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
25799,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
26869,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
27939,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
29009,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
30079,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
31149,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
32219,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
33289,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
34359,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
35429,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
36499,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
37569,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
38639,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,stephanodiscus_cf_minutulus_127,NA
,,,,,,,,,,
39709,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,stephanodiscus_cf_minutulus_127,NA
,,,,,,,,,,
40779,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,stephanodiscus_cf_minutulus_127,NA
,,,,,,,,,,
41849,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
42919,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
43989,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
45059,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
46129,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
47199,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
48269,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
49339,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
50409,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
51479,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
52549,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
53619,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
54689,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
55759,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
56829,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
57899,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
58969,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
60039,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
61109,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
62179,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
63249,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
64319,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
65389,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
66459,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
67529,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
68599,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,stephanodiscus_cf_minutulus_127,0
,,,,,,,,,,
161,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
1231,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
2301,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
3371,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
4441,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
5511,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
6581,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
7651,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
8721,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
9791,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
10861,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
11931,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
13001,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,stephanodiscus_cf_minutulus_169,0
,,,,,,,,,,
