,sample_code,station_no,site,seaweed,date,day,month,year,parsed_date,species_id,measurement_value,measurement_type,measurement_origin,y_axis,station,sample_order
309,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-02-25_1
310,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-02-25_1
316,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-02-25_2
317,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-02-25_2
318,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-02-25_2
319,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-02-25_2
320,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-02-25_2
326,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-02-25_3
327,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-02-25_3
328,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-02-25_3
329,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-02-25_3
330,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-02-25_3
331,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-11-29_1
332,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-11-29_1
333,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-11-29_1
334,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-11-29_1
335,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-11-29_1
336,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-11-29_1
337,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-11-29_1
338,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-11-29_1
339,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-11-29_1
340,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-11-29_1
341,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-11-29_2
342,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-11-29_2
343,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-11-29_2
344,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-11-29_2
345,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-11-29_2
346,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-11-29_2
347,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-11-29_2
348,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-11-29_2
349,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-11-29_2
350,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-11-29_2
351,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-11-29_3
352,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-11-29_3
353,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-11-29_3
354,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-11-29_3
355,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,29/11/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-11-29_3
356,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-11-29_3
357,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-11-29_3
358,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-11-29_3
359,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-11-29_3
360,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,29/11/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-11-29_3
366,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-01-30_1
367,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-01-30_1
368,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-01-30_1
369,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-01-30_1
370,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-01-30_1
376,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-01-30_2
377,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-01-30_2
378,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-01-30_2
379,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-01-30_2
380,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-01-30_2
386,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-01-30_3
387,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-01-30_3
388,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-01-30_3
389,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-01-30_3
390,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,30/01/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-01-30_3
391,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-10-30_1
392,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-10-30_1
393,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-10-30_1
394,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-10-30_1
395,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-10-30_1
396,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-10-30_1
397,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-10-30_1
398,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-10-30_1
399,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-10-30_1
400,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-10-30_1
401,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-10-30_2
402,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-10-30_2
403,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-10-30_2
404,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-10-30_2
405,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-10-30_2
406,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-10-30_2
407,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-10-30_2
408,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-10-30_2
409,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-10-30_2
410,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-10-30_2
411,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-10-30_3
412,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-10-30_3
413,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-10-30_3
414,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-10-30_3
415,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,30/10/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-10-30_3
416,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-10-30_3
417,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-10-30_3
418,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-10-30_3
419,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-10-30_3
420,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,30/10/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-10-30_3
421,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-06-30_1
422,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-06-30_1
423,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-06-30_1
424,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-06-30_1
425,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-06-30_1
426,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-06-30_1
427,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-06-30_1
428,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-06-30_1
429,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-06-30_1
430,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-06-30_1
431,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-06-30_2
432,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-06-30_2
433,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-06-30_2
434,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-06-30_2
435,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-06-30_2
436,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-06-30_2
437,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-06-30_2
438,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-06-30_2
439,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-06-30_2
440,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-06-30_2
441,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-06-30_3
442,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-06-30_3
443,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-06-30_3
444,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-06-30_3
445,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,30/06/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-06-30_3
446,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-06-30_3
447,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-06-30_3
448,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-06-30_3
449,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-06-30_3
450,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,30/06/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-06-30_3
451,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-07-30_1
452,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-07-30_1
453,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-07-30_1
454,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-07-30_1
