,tag_no.x,tag_colour,sea_id,rock_no,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m
7801,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7802,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7803,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7804,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7805,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7806,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7807,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7808,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7809,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7810,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7811,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7812,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7813,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7814,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7815,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7816,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7817,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7818,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7819,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7820,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7821,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7822,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7823,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7824,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7825,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7826,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7827,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7828,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7829,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7830,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7831,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7832,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7833,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7834,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7835,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7836,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7837,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7838,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA
7839,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7840,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7841,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7842,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7843,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7844,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7845,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7846,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7847,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7848,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7849,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7850,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7851,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7852,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7853,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7854,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7855,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7856,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7857,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7858,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7859,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7860,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7861,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7862,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7863,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7864,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7865,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7866,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7867,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7868,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7869,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7870,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7871,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7872,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7873,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7874,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7875,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7876,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7877,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7878,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7879,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7880,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7881,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7882,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7883,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7884,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,1,2,NA
7885,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7886,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7887,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7888,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7889,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7890,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7891,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7892,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7893,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7894,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7895,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7896,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7897,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7898,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7899,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7900,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7901,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7902,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7903,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7904,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7905,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7906,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7907,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7908,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7909,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7910,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7911,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7912,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7913,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7914,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7915,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7916,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7917,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7918,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7919,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7920,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7921,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7922,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7923,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7924,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7925,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7926,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7927,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7928,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7929,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7930,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA
7931,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7932,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7933,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7934,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7935,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7936,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7937,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7938,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7939,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7940,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7941,200notag,,AB30,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7942,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7943,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7944,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7945,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7946,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7947,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7948,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
7949,200notag,,AB30,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,4,,,,,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,NA,NA
