rank,tag_no_x,tag_color,seaweed_id,age,rock_no_x,epibiont_sampling_date,blade_length,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,species_count,set_date,origin,biofouling_removed_14_5_25,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
1664,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,2,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1665,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,2,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1666,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,3,Membranipora,0.5,0.196349541,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1667,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,3,Membranipora,0.5,0.196349541,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1668,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,4,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1669,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,6,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1670,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,6,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1671,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,8,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1672,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,8,Membranipora,1.2,1.130973355,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1673,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,8,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1674,NA,Orange_yellow,YO22,juvenile,22,04/06/2025,39,,,,7,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1675,NA,Orange_yellow,YO22,juvenile,22,12/06/2025,39,,,,5,Hydrozoa,,NA,3,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1676,NA,Orange_yellow,YO22,juvenile,22,12/06/2025,39,,,,4,Membranipora,1.2,1.130973355,,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1677,NA,Orange_yellow,YO22,juvenile,22,12/06/2025,39,,,,1,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1678,NA,Orange_yellow,YO22,juvenile,22,12/06/2025,39,,,,2,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1679,NA,Orange_yellow,YO22,juvenile,22,12/06/2025,39,,,,5,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1680,NA,Orange_yellow,YO22,juvenile,22,12/06/2025,39,,,,6,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,6,3,4,High,C,48,182
1681,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,3,Hydrozoa,2,NA,9,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1682,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1683,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1684,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1685,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1686,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1687,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1688,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1689,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,2,Membranipora,1.3,1.327322896,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1690,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1691,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1692,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Pilosa,0.9,0.424115008,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1693,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,1,Pilosa,0.8,0.335103216,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1694,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,2,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1695,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,3,Pilosa,2,2.094395102,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1696,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,2,Pilosa,0.9,0.424115008,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1697,NA,Orange_yellow,YO11,juvenile,11,04/06/2025,62,,,,2,Pilosa,0.4,0.083775804,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1698,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Hydrozoa,1,NA,1,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1699,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1700,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1701,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1702,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1703,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1704,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,2,Membranipora,3,7.068583471,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1705,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1706,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1707,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,2,Pilosa,1.3,0.884881931,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1708,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,2,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1709,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,2,Spirobranchus,3,NA,3,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1710,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,1,Spirobranchus,1,NA,5,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1711,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,3,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1712,NA,Orange_yellow,YO11,juvenile,11,12/06/2025,62,,,,4,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,7,1,4,High,N,26,160
1713,NA,Orange_yellow,YO23,juvenile,23,12/06/2025,39,,,,1,Hydrozoa,,NA,12,12_5_2025,marivate_kilchoan,,5,3,2,High,C,76,176
1714,NA,Orange_yellow,YO23,juvenile,23,12/06/2025,39,,,,1,Spirobranchus,,NA,6,12_5_2025,marivate_kilchoan,,5,3,2,High,C,76,176
1715,NA,Orange_yellow,YO21,juvenile,21,04/06/2025,36,,,,1,Membranipora,1.6,2.010619298,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1716,NA,Orange_yellow,YO21,juvenile,21,04/06/2025,36,,,,1,Membranipora,1.4,1.5393804,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1717,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Membranipora,2,3.141592654,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1718,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1719,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1720,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1721,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Membranipora,2,3.141592654,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1722,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1723,NA,Orange_yellow,YO21,juvenile,21,12/06/2025,36,,,,1,Spirobranchus,2,NA,14,12_5_2025,marivate_kilchoan,1 juvenile mussel,6,2,3,Low,P,48,174
1724,NA,Orange_yellow,YO05,juvenile,5,04/06/2025,62,,,,1,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1725,NA,Orange_yellow,YO05,juvenile,5,04/06/2025,62,,,,2,Membranipora,0.6,0.282743339,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1726,NA,Orange_yellow,YO05,juvenile,5,04/06/2025,62,,,,3,Membranipora,0.9,0.636172512,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1727,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,3,Membranipora,2,NA,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1728,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,3,Membranipora,1.5,NA,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1729,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,1 blue ray limpet,,,1,Hydrozoa,,NA,3,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1730,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,4,Hydrozoa,,NA,8,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1731,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,2,Hydrozoa,,NA,15,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1732,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,3,Hydrozoa,,NA,1,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1733,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,1 blue ray limpet,,,1,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1734,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,4,Membranipora,0.4,0.125663706,,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1735,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,4,Spirobranchus,,NA,7,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1736,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,2,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1737,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,3,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1738,NA,Orange_yellow,YO05,juvenile,5,12/06/2025,62,,,,5,Spirobranchus,,NA,3,12_5_2025,marivate_kilchoan,,5,2,4,High,P,38,172
1739,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Hydrozoa,0.2,NA,5,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1740,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1741,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1742,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1743,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1744,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,2,Membranipora,1.8,2.544690049,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1745,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Pilosa,0.2,0.020943951,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1746,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,2,Pilosa,0.6,0.188495559,,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1747,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Spirobranchus,0.2,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1748,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Spirobranchus,1,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1749,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Spirobranchus,0.2,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1750,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,2,Spirobranchus,1.8,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1751,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,1,Spirobranchus,0.2,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1752,NA,Orange_yellow,YO08,juvenile,8,04/06/2025,40,,,,2,Spirobranchus,0.6,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1753,NA,Orange_yellow,YO08,juvenile,8,12/06/2025,40,,,,1,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,1,6,High,N,33,162
1754,NA,Orange_yellow,YO18,juvenile,18,12/06/2025,49,1 Pilosaiphytic algae,,,NA,Spirobranchus,,NA,6,12_5_2025,marivate_kilchoan,,6,3,3,Low,C,43,181
1755,NA,Orange_yellow,YO13,juvenile,13,12/06/2025,55,,,,1,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1756,NA,Orange_yellow,YO13,juvenile,13,04/06/2025,55,,,,1,Hydrozoa,,NA,1,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1757,NA,Orange_yellow,YO13,juvenile,13,04/06/2025,55,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1758,NA,Orange_yellow,YO13,juvenile,13,04/06/2025,55,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1759,NA,Orange_yellow,YO13,juvenile,13,04/06/2025,55,,,,2,Spirobranchus,0.1,NA,4,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1760,NA,Orange_yellow,YO13,juvenile,13,04/06/2025,55,,,,2,Spirobranchus,0.1,NA,4,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1761,NA,Orange_yellow,YO13,juvenile,13,12/06/2025,55,,,,2,Spirobranchus,,NA,5,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1762,NA,Orange_yellow,YO13,juvenile,13,12/06/2025,55,,,,3,Spirobranchus,,NA,3,12_5_2025,marivate_kilchoan,,7,3,7,Low,C,28,179
1763,NA,Orange_yellow,YO19,juvenile,19,12/06/2025,38,,,,1,Hydrozoa,0.3,NA,5,12_5_2025,marivate_kilchoan,,6,2,2,High,P,42,173
1764,NA,Orange_yellow,YO19,juvenile,19,12/06/2025,38,,,,2,Hydrozoa,,NA,2,12_5_2025,marivate_kilchoan,,6,2,2,High,P,42,173
1765,NA,Orange_yellow,YO19,juvenile,19,12/06/2025,38,,,,1,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,6,2,2,High,P,42,173
1766,NA,Orange_yellow,YO19,juvenile,19,12/06/2025,38,,,,3,Spirobranchus,,NA,4,12_5_2025,marivate_kilchoan,,6,2,2,High,P,42,173
1767,NA,Orange_yellow,YO19,juvenile,19,12/06/2025,38,,,,4,Pilosa,2.5,3.272492347,,12_5_2025,marivate_kilchoan,,6,2,2,High,P,42,173
1768,NA,Orange_yellow,YO19,juvenile,19,12/06/2025,38,,,,3,Spirobranchus,,NA,4,12_5_2025,marivate_kilchoan,,6,2,2,High,P,42,173
1769,NA,Orange_yellow,YO02,juvenile,2,12/06/2025,30,,,,1,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,2,3,Low,P,32,171
1770,NA,Orange_yellow,YO25,juvenile,25,12/06/2025,60,,,,2,Hydrozoa,,NA,2,12_5_2025,marivate_kilchoan,,6,1,2,High,N,44,161
1771,NA,Orange_yellow,YO25,juvenile,25,12/06/2025,60,,,,1,Pilosa,1,0.523598776,,12_5_2025,marivate_kilchoan,,6,1,2,High,N,44,161
1772,NA,Orange_yellow,YO25,juvenile,25,12/06/2025,60,,,,1,Spirobranchus,1,NA,1,12_5_2025,marivate_kilchoan,,6,1,2,High,N,44,161
1773,NA,Orange_yellow,YO25,juvenile,25,12/06/2025,60,,,,4,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,6,1,2,High,N,44,161
1774,NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1775,NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1776,NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1777,NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,,,,2,Membranipora,0.1,0.007853982,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1778,NA,Orange_yellow,YO12,juvenile,12,04/06/2025,39,,,,2,Membranipora,0.8,0.502654825,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1779,NA,Orange_yellow,YO12,juvenile,12,12/06/2025,39,,,,4,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1780,NA,Orange_yellow,YO12,juvenile,12,12/06/2025,39,,,,2,Spirobranchus,,NA,3,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1781,NA,Orange_yellow,YO12,juvenile,12,12/06/2025,39,,,,3,Spirobranchus,,NA,2,12_5_2025,marivate_kilchoan,,7,2,6,High,P,25,169
1782,NA,Orange_yellow,YO07,juvenile,7,12/06/2025,24,mia,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,3,Low,C,35,175
1783,NA,Orange_yellow,YO09,juvenile,9,04/06/2025,23,,,,1,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,5,3,2,High,C,37,180
1784,NA,Orange_yellow,YO09,juvenile,9,12/06/2025,23,,,,2,Spirobranchus,,NA,1,12_5_2025,marivate_kilchoan,,5,3,2,High,C,37,180
1785,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,2,Hydrozoa,0.2,NA,1,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1786,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,2,Hydrozoa,0.3,NA,1,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1787,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,1,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1788,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,1,Membranipora,1.5,1.767145868,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1789,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,2,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1790,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,2,Membranipora,0.3,0.070685835,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1791,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,3,Membranipora,1.2,1.130973355,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1792,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,3,Membranipora,1.4,1.5393804,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1793,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,4,Membranipora,0.5,0.196349541,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1794,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,5,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1795,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,5,Membranipora,0.2,0.031415927,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1796,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,1,Spirobranchus,0.2,NA,4,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1797,NA,Orange_yellow,YO06,juvenile,6,04/06/2025,30,,,,1,Spirobranchus,1.5,NA,4,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1798,NA,Orange_yellow,YO06,juvenile,6,12/06/2025,30,,,,2,Membranipora,1,0.785398163,,12_5_2025,marivate_kilchoan,,5,3,6,High,C,41,178
1799,NA,Orange_yellow,YO14,juvenile,14,04/06/2025,70,,,,1,Hydrozoa,0.6,NA,1,27_4_2025,marivate_kilchoan,,7,2,5,Low,P,30,168
1800,NA,Orange_yellow,YO14,juvenile,14,04/06/2025,70,,,,1,Membranipora,0.6,0.282743339,,27_4_2025,marivate_kilchoan,,7,2,5,Low,P,30,168
1801,NA,Orange_yellow,YO14,juvenile,14,04/06/2025,70,,,,1,Spirobranchus,0.6,NA,2,27_4_2025,marivate_kilchoan,,7,2,5,Low,P,30,168
1802,NA,Orange_yellow,YO20,juvenile,20,04/06/2025,30,,,,1,Hydrozoa,0.4,NA,1,27_4_2025,marivate_kilchoan,,5,1,5,Low,N,45,167
1803,NA,Orange_yellow,YO20,juvenile,20,04/06/2025,30,,,,1,Pilosa,0.4,0.083775804,,27_4_2025,marivate_kilchoan,,5,1,5,Low,N,45,167
1804,NA,Orange_yellow,YO20,juvenile,20,04/06/2025,30,,,,1,Spirobranchus,0.4,NA,2,27_4_2025,marivate_kilchoan,,5,1,5,Low,N,45,167
1805,NA,Orange_yellow,YO15,juvenile,15,04/06/2025,43,,,,1,Membranipora,1,0.785398163,,27_4_2025,marivate_kilchoan,,7,3,3,Low,C,31,
1806,NA,Orange_yellow,YO15,juvenile,15,04/06/2025,43,,,,1,Membranipora,0.8,0.502654825,,27_4_2025,marivate_kilchoan,,7,3,3,Low,C,31,
1807,NA,Orange_yellow,YO15,juvenile,15,04/06/2025,43,,,,1,Membranipora,0.3,0.070685835,,27_4_2025,marivate_kilchoan,,7,3,3,Low,C,31,
1808,NA,Orange_yellow,YO01,juvenile,1,04/06/2025,60,,,,1,Membranipora,1.4,1.5393804,,27_4_2025,marivate_kilchoan,,5,1,7,Low,N,39,163
1809,NA,Orange_yellow,YO01,juvenile,1,04/06/2025,60,,,,1,Membranipora,1.8,2.544690049,,27_4_2025,marivate_kilchoan,,5,1,7,Low,N,39,163
1810,NA,Orange_yellow,YO01,juvenile,1,04/06/2025,60,,,,1,Membranipora,1,0.785398163,,27_4_2025,marivate_kilchoan,,5,1,7,Low,N,39,163
1811,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Hydrozoa,0.7,NA,0.4,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1812,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Hydrozoa,1.2,NA,1,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1813,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Hydrozoa,0.8,NA,1,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1814,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Membranipora,1.2,1.130973355,,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1815,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Membranipora,0.8,0.502654825,,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1816,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Pilosa,0.7,0.2565634,,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1817,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Spirobranchus,1.2,NA,2,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1818,NA,Orange_yellow,YO16,juvenile,16,04/06/2025,30,,,,1,Spirobranchus,0.8,NA,2,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1819,NA,Orange_yellow,YO16,juvenile,16,12/06/2025,30,,,,1,Spirobranchus,,NA,4,27_4_2025,marivate_kilchoan,,7,3,5,Low,C,29,177
1820,NA,Orange_yellow,YO04,juvenile,4,04/06/2025,42,,,,1,Membranipora,1.6,2.010619298,,27_4_2025,marivate_kilchoan,,5,1,3,Low,N,36,165
