"","age","biofouling_removed_14_5_25.x","biofouling_removed_14_5_25.y","blade_length_in_experiment","blade_length_pre_experiment.x","blade_length_pre_experiment.y","blade_side","blade_zone","bryozoan_colony_area","bryozoan_colony_length_max","date.x","date.y","epibiont_sampling","hydrozoan_counts","initial_tank.x","initial_tank.y","main_experiment_tank.x","main_experiment_tank.y","no_blades","no_young_blades_per_rock","notes","nutrient_treatment.x","nutrient_treatment.y","nutrient_treatment_tank.x","nutrient_treatment_tank.y","origin.x","origin.y","origin_kelp.x","origin_kelp.y","rank","rank_of_blade_on_rock","rock_no","rock_number.x","rock_number.y","seaweed_id","species","spirobranchus_counts","swab_after_enrichment_16_5","swab_after_ernichment_16_5","swab_prior_enrichment.x","swab_prior_enrichment.y","tag_color.x","tag_color.y","tag_colour","tag_no_x","tag_no_y","tank","turbulence.x","turbulence.y"
"1644","old",NA,"","",NA,190,"x","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1470,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1645","old",NA,"","",NA,190,"x","tip",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1471,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1646","old",NA,"","",NA,190,"x","tip",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1472,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1647","old",NA,"","",NA,190,"x","tip",0.125663706,"0.4",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1473,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1648","old",NA,"","",NA,190,"x","tip",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1474,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1649","old",NA,"","",NA,190,"y","base",NA,"",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1475,NA,NA,NA,NA,"AW7","",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1650","old",NA,"","",NA,190,"y","middle",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1476,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1651","old",NA,"","",NA,190,"y","middle",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1477,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1652","old",NA,"","",NA,190,"y","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1478,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1653","old",NA,"","",NA,190,"y","middle",0.007853982,"0.1",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1479,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1654","old",NA,"","",NA,190,"y","middle",0.007853982,"0.1",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1480,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1655","old",NA,"","",NA,190,"y","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1481,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1656","old",NA,"","",NA,190,"y","middle",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1482,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1657","old",NA,"","",NA,190,"y","tip",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1483,NA,NA,NA,NA,"AW7","Membranipora",1,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1658","old",NA,"","",NA,190,"y","tip",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1484,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1659","old",NA,"","",NA,190,"x","base",0.031415927,"0.2",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1485,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1660","old",NA,"","",NA,190,"x","base",0.007853982,"0.1",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1486,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1661","old",NA,"","",NA,190,"x","base",0.007853982,"0.1",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1487,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1662","old",NA,"","",NA,190,"x","base",0.007853982,"0.1",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1488,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1663","old",NA,"","",NA,190,"x","base",0.031415927,"0.2",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1489,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1664","old",NA,"","",NA,190,"x","base",NA,"",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1490,NA,NA,NA,NA,"AW7","",15,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1665","old",NA,"","",NA,190,"x","middle",0.125663706,"0.4",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1491,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1666","old",NA,"","",NA,190,"x","middle",0.196349541,"0.5",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1492,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1667","old",NA,"","",NA,190,"x","middle",0.020943951,"0.2",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1493,NA,NA,NA,NA,"AW7","Pilosa",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1668","old",NA,"","",NA,190,"x","middle",NA,"",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1494,NA,NA,NA,NA,"AW7","",12,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1669","old",NA,"","",NA,190,"x","tip",3.141592654,"2",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1495,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1670","old",NA,"","",NA,190,"x","tip",3.272492347,"2.5",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1496,NA,NA,NA,NA,"AW7","Pilosa",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1671","old",NA,"","",NA,190,"x","tip",3.272492347,"2.5",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1497,NA,NA,NA,NA,"AW7","Pilosa",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1672","old",NA,"","",NA,190,"x","tip",NA,"",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1498,NA,NA,NA,NA,"AW7","",8,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1673","old",NA,"","",NA,190,"x","tip",NA,NA,NA,"27_4_2025","02/07/2025","4",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1499,NA,NA,NA,NA,"AW7","Obelia",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1674","old",NA,"","",NA,190,"y","base",0.007853982,"0.1",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1500,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1675","old",NA,"","",NA,190,"y","base",0.007853982,"0.1",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1501,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1676","old",NA,"","",NA,190,"y","base",NA,"",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1502,NA,NA,NA,NA,"AW7","",8,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1677","old",NA,"","",NA,190,"y","base",NA,NA,NA,"27_4_2025","02/07/2025","3",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1503,NA,NA,NA,NA,"AW7","Obelia",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1678","old",NA,"","",NA,190,"y","middle",0.785398163,"1",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1504,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1679","old",NA,"","",NA,190,"y","middle",0.196349541,"0.5",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1505,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1680","old",NA,"","",NA,190,"y","middle",0.196349541,"0.5",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1506,NA,NA,NA,NA,"AW7","Membranipora",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1681","old",NA,"","",NA,190,"y","middle",NA,"",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1507,NA,NA,NA,NA,"AW7","",4,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1682","old",NA,"","",NA,190,"y","middle",NA,NA,NA,"27_4_2025","02/07/2025","20",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1508,NA,NA,NA,NA,"AW7","Obelia",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1683","old",NA,"","",NA,190,"y","tip",NA,"",NA,"27_4_2025","02/07/2025","",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1509,NA,NA,NA,NA,"AW7","",1,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1684","old",NA,"","",NA,190,"y","tip",NA,NA,NA,"27_4_2025","02/07/2025","4",NA,2,NA,7,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1510,NA,NA,NA,NA,"AW7","Obelia",NA,NA,141,NA,15,NA,"White","white","7",7,NA,NA,"Low"
"1685","old",NA,"","",NA,170,"x","base",0.196349541,"0.5",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1511,NA,NA,NA,NA,"AW8","Membranipora",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1686","old",NA,"","",NA,170,"x","base",0.196349541,"0.5",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1512,NA,NA,NA,NA,"AW8","Membranipora",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1687","old",NA,"","",NA,170,"x","base",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1513,NA,NA,NA,NA,"AW8","Membranipora",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1688","old",NA,"","",NA,170,"x","middle",0.196349541,"0.5",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1514,NA,NA,NA,NA,"AW8","Membranipora",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1689","old",NA,"","",NA,170,"x","middle",0.125663706,"0.4",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1515,NA,NA,NA,NA,"AW8","Membranipora",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1690","old",NA,"","",NA,170,"x","tip",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1516,NA,NA,NA,NA,"AW8","Membranipora",3,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1691","old",NA,"","",NA,170,"y","base",NA,NA,NA,"27_4_2025","04/06/2025","5",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AW8","Obelia",NA,NA,NA,NA,NA,NA,"White","white","8",8,NA,NA,"High"
"1692","old",NA,"","",NA,170,"y","base",0.196349541,"0.5",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1517,NA,NA,NA,NA,"AW8","Membranipora",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1693","old",NA,"","",NA,170,"y","middle",NA,NA,NA,"27_4_2025","04/06/2025","4",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1518,NA,NA,NA,NA,"AW8","Obelia",NA,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1694","old",NA,"","",NA,170,"y","tip",0.125663706,"0.4",NA,"27_4_2025","04/06/2025","",NA,2,NA,2,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1519,NA,NA,NA,NA,"AW8","Membranipora",1,NA,109,NA,11,NA,"White","white","8",8,NA,NA,"High"
"1695","old",NA,"","",NA,0.5,"x","middle",0.188495559,"0.6",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"tag detached",NA,"C",NA,7,NA,"Adult_local",NA,"",NA,NA,NA,NA,NA,"AB22","Pilosa",NA,NA,NA,NA,NA,NA,"","","150notag",22,5,NA,"Low"
"1696","old",NA,"","",NA,120,"x","base",NA,"",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1531,NA,NA,NA,NA,"AW9","",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1697","old",NA,"","",NA,120,"x","middle",NA,NA,NA,"13_5_2025","04/06/2025","2",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1532,NA,NA,NA,NA,"AW9","Obelia",1,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1698","old",NA,"","",NA,120,"x","tip",NA,"",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1533,NA,NA,NA,NA,"AW9","",1,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1699","old",NA,"","",NA,120,"y","base",NA,"",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1534,NA,NA,NA,NA,"AW9","",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1700","old",NA,"","",NA,120,"y","middle",0.083775804,"0.4",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1535,NA,NA,NA,NA,"AW9","Pilosa",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1701","old",NA,"","",NA,120,"y","middle",0.04712389,"0.3",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1536,NA,NA,NA,NA,"AW9","Pilosa",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1702","old",NA,"","",NA,120,"y","middle",0.020943951,"0.2",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1537,NA,NA,NA,NA,"AW9","Pilosa",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1703","old",NA,"","",NA,120,"y","tip",0.125663706,"0.4",NA,"13_5_2025","04/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1538,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1704","old",NA,"","",NA,120,"x","base",NA,"",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1539,NA,NA,NA,NA,"AW9","",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1705","old",NA,"","",NA,120,"x","middle",NA,NA,NA,"13_5_2025","12/06/2025","1",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AW9","Obelia",NA,NA,NA,NA,NA,NA,"White","white","9",9,NA,NA,"Low"
"1706","old",NA,"","",NA,120,"x","middle",0.125663706,"0.4",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1540,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1707","old",NA,"","",NA,120,"x","tip",NA,"",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1541,NA,NA,NA,NA,"AW9","",1,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1708","old",NA,"","",NA,120,"y","base",NA,"",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1542,NA,NA,NA,NA,"AW9","",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1709","old",NA,"","",NA,120,"y","middle",0.188495559,"0.6",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1543,NA,NA,NA,NA,"AW9","Pilosa",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1710","old",NA,"","",NA,120,"y","middle",0.031415927,"0.2",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1544,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1711","old",NA,"","",NA,120,"y","middle",0.070685835,"0.3",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1545,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1712","old",NA,"","",NA,120,"y","middle",0.031415927,"0.2",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1546,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1713","old",NA,"","",NA,120,"y","middle",0.031415927,"0.2",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1547,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1714","old",NA,"","",NA,120,"y","middle",0.007853982,"0.1",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1548,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1715","old",NA,"","",NA,120,"y","middle",0.007853982,"0.1",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1549,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1716","old",NA,"","",NA,120,"y","middle",0.007853982,"0.1",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1550,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1717","old",NA,"","",NA,120,"y","middle",0.007853982,"0.1",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1551,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1718","old",NA,"","",NA,120,"y","middle",0.007853982,"0.1",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1552,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1719","old",NA,"","",NA,120,"y","tip",NA,"",NA,"13_5_2025","12/06/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1553,NA,NA,NA,NA,"AW9","",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1720","old",NA,"","",NA,120,"x","base",NA,"",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1554,NA,NA,NA,NA,"AW9","",4,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1721","old",NA,"","",NA,120,"x","middle",0.031415927,"0.2",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1555,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1722","old",NA,"","",NA,120,"x","middle",0.007853982,"0.1",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1556,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1723","old",NA,"","",NA,120,"x","middle",0.007853982,"0.1",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1557,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1724","old",NA,"","",NA,120,"x","middle",0.007853982,"0.1",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1558,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1725","old",NA,"","",NA,120,"x","middle",0.031415927,"0.2",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1559,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1726","old",NA,"","",NA,120,"x","middle",0.007853982,"0.1",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1560,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
"1727","old",NA,"","",NA,120,"x","middle",0.007853982,"0.1",NA,"13_5_2025","02/07/2025","",NA,1,NA,5,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1561,NA,NA,NA,NA,"AW9","Membranipora",NA,NA,142,NA,85,NA,"White","white","9",9,NA,NA,"Low"
