rank,tank,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,blade_side,blade_zone,rank_of_blade_on_rock,no_young_blades_per_rock,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts,swab_prior_enrichment,swab_after_ernichment_16_5
1649,,Kilchoan_young,,6,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO06,6,young,12/06/2025,1,42,,,,1,3,,,NA,,,41,
1650,,Kilchoan_young,,7,12_5_2025,5,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO07,7,young,12/06/2025,24,,mia,,,1,3,Membranipora,0.2,0.031415927,,,35,175
1651,,Kilchoan_young,,7,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO07,7,young,12/06/2025,13,,mia,,,1,3,Membranipora,0.2,0.031415927,,,35,
1652,,Kilchoan_young,,7,12_5_2025,5,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO07,7,young,04/06/2025,24,,mia,,,NA,3,,,NA,,,35,175
1653,,Kilchoan_young,,7,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO07,7,young,04/06/2025,13,,mia,,,NA,3,,,NA,,,35,
1660,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,40,,,,1,4,Membranipora,0.1,0.007853982,,,33,162
1661,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,40,,,,1,4,Membranipora,0.1,0.007853982,,,33,
1654,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,40,,,,1,4,Membranipora,0.2,0.031415927,,1,33,162
1655,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,40,,,,1,4,Membranipora,0.2,0.031415927,,1,33,
1658,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,40,,,,1,4,Membranipora,0.2,0.031415927,,,33,162
1659,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,40,,,,1,4,Membranipora,0.2,0.031415927,,,33,
1664,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,40,,,,1,4,Pilosa,0.2,0.020943951,,1,33,162
1665,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,40,,,,1,4,Pilosa,0.2,0.020943951,,1,33,
1666,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,,,,,2,4,Pilosa,0.6,0.188495559,,1,33,162
1667,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,,,,,2,4,Pilosa,0.6,0.188495559,,1,33,
1656,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,40,,,,1,4,Membranipora,1,0.785398163,,1,33,162
1657,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,40,,,,1,4,Membranipora,1,0.785398163,,1,33,
1662,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,,,,,2,4,Membranipora,1.8,2.544690049,,1,33,162
1663,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,,,,,2,4,Membranipora,1.8,2.544690049,,1,33,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,,,,,,,Obelia,NA,NA,5,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,,,,,,,Obelia,NA,NA,5,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,40,,,,,,,Spirobranchus,,,,1,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,04/06/2025,35,,,,,,,Spirobranchus,,,,1,,
1668,,Kilchoan_young,,8,12_5_2025,5,1,6,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,12/06/2025,40,27,,,,1,4,,,NA,,1,33,162
1669,,Kilchoan_young,,8,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO08,8,young,12/06/2025,35,27,,,,1,4,,,NA,,1,33,
1670,,Kilchoan_young,,9,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO09,9,young,04/06/2025,23,,,,,1,3,Membranipora,0.3,0.070685835,,,37,180
1671,,Kilchoan_young,,9,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO09,9,young,04/06/2025,3,,,,,1,3,Membranipora,0.3,0.070685835,,,37,
1672,,Kilchoan_young,,9,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO09,9,young,12/06/2025,23,23,,,,1,3,,,NA,,,37,180
1673,,Kilchoan_young,,9,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO09,9,young,12/06/2025,3,23,,,,1,3,,,NA,,,37,
1674,,Kilchoan_young,,9,12_5_2025,5,3,2,High,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO09,9,young,12/06/2025,23,7,,,,2,3,,,NA,,1,37,180
1675,,Kilchoan_young,,9,27_4_2025,5,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO09,9,young,12/06/2025,3,7,,,,2,3,,,NA,,1,37,
1676,,Kilchoan_young,,10,12_5_2025,7,2,7,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO10,10,young,04/06/2025,30,17,,,,1,4,,,NA,,,29,fell
1677,,Kilchoan_young,,10,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO10,10,young,04/06/2025,18,17,,,,1,4,,,NA,,,29,
1694,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.1,0.007853982,,,26,160
1695,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.1,0.007853982,,,26,
1696,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.1,0.007853982,,,26,160
1697,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.1,0.007853982,,,26,
1698,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.1,0.007853982,,,26,160
1699,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.1,0.007853982,,,26,
1708,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,2,4,Membranipora,0.1,0.007853982,,,26,160
1709,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,2,4,Membranipora,0.1,0.007853982,,,26,
1710,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,2,4,Membranipora,0.1,0.007853982,,,26,160
1711,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,2,4,Membranipora,0.1,0.007853982,,,26,
1692,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1693,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1700,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1701,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1704,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1705,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1712,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1713,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1714,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1715,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1716,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1717,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1718,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1719,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1720,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,160
1721,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Membranipora,0.2,0.031415927,,,26,
1702,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Membranipora,0.3,0.070685835,,,26,160
1703,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Membranipora,0.3,0.070685835,,,26,
1688,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,2,4,Pilosa,0.4,0.083775804,,,26,160
1689,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,2,4,Pilosa,0.4,0.083775804,,,26,
1680,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Pilosa,0.8,0.335103216,,,26,160
1681,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Pilosa,0.8,0.335103216,,,26,
1678,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,66,,,,1,4,Pilosa,0.9,0.424115008,,,26,160
1679,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,66,,,,1,4,Pilosa,0.9,0.424115008,,,26,
1686,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,2,4,Pilosa,0.9,0.424115008,,,26,160
1687,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,2,4,Pilosa,0.9,0.424115008,,,26,
1682,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,2,4,Pilosa,1,0.523598776,,,26,160
1683,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,2,4,Pilosa,1,0.523598776,,,26,
1724,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Pilosa,1,0.523598776,,,26,160
1725,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Pilosa,1,0.523598776,,,26,
1726,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,60,,,,1,4,Pilosa,1,0.523598776,,,26,160
1727,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,60,,,,1,4,Pilosa,1,0.523598776,,,26,
1730,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,30,,,,2,4,Pilosa,1,0.523598776,,,26,160
1731,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,30,,,,2,4,Pilosa,1,0.523598776,,,26,
1706,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,2,4,Membranipora,1.3,1.327322896,,,26,160
1707,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,2,4,Membranipora,1.3,1.327322896,,,26,
1728,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,30,,,,2,4,Pilosa,1.3,0.884881931,,,26,160
1729,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,30,,,,2,4,Pilosa,1.3,0.884881931,,,26,
1684,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,3,4,Pilosa,2,2.094395102,,,26,160
1685,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,3,4,Pilosa,2,2.094395102,,,26,
1722,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,30,,,,2,4,Membranipora,3,7.068583471,,3,26,160
1723,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,30,,,,2,4,Membranipora,3,7.068583471,,3,26,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,,,Obelia,NA,NA,9,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,,,Obelia,NA,NA,9,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,,,,,,,Obelia,NA,NA,1,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,,,,,,,Obelia,NA,NA,1,,,
1690,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,62,,,,,4,4,,,NA,,,26,160
1691,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,04/06/2025,30,,,,,4,4,,,NA,,,26,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,,,,,,,Spirobranchus,,,,5,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,,,,,,,Spirobranchus,,,,5,,
1732,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,35,,,,3,4,,,NA,,2,26,160
1733,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,35,,,,3,4,,,NA,,2,26,
1734,,Kilchoan_young,,11,12_5_2025,7,1,4,High,N,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,62,25,,,,4,4,,,NA,,2,26,160
1735,,Kilchoan_young,,11,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO11,11,young,12/06/2025,30,25,,,,4,4,,,NA,,2,26,
1740,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,39,,,,,2,7,Membranipora,0.1,0.007853982,,,25,169
1741,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,27,,,,,2,7,Membranipora,0.1,0.007853982,,,25,
1742,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,39,,,,,2,7,Membranipora,0.1,0.007853982,,,25,169
1743,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,27,,,,,2,7,Membranipora,0.1,0.007853982,,,25,
1736,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,39,50,,,,1,7,Membranipora,0.2,0.031415927,,,25,169
1737,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,27,50,,,,1,7,Membranipora,0.2,0.031415927,,,25,
1738,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,39,50,,,,1,7,Membranipora,0.2,0.031415927,,,25,169
1739,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,27,50,,,,1,7,Membranipora,0.2,0.031415927,,,25,
1744,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,39,,,,,2,7,Membranipora,0.8,0.502654825,,,25,169
1745,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,04/06/2025,27,,,,,2,7,Membranipora,0.8,0.502654825,,,25,
1746,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,39,25,,,,4,7,Membranipora,1,0.785398163,,,25,169
1747,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,27,25,,,,4,7,Membranipora,1,0.785398163,,,25,
1748,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,39,45,,,,1,7,,,NA,,,25,169
1749,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,27,45,,,,1,7,,,NA,,,25,
1750,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,39,,,,,2,7,,,NA,,3,25,169
1751,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,27,,,,,2,7,,,NA,,3,25,
1752,,Kilchoan_young,,12,12_5_2025,7,2,6,High,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,39,24,,,,3,7,,,NA,,2,25,169
1753,,Kilchoan_young,,12,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO12,12,young,12/06/2025,27,24,,,,3,7,,,NA,,2,25,
1754,,Kilchoan_young,,13,12_5_2025,7,3,7,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,55,,,,,2,7,Membranipora,0.1,0.007853982,,4,28,179
1755,,Kilchoan_young,,13,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,30,,,,,2,7,Membranipora,0.1,0.007853982,,4,28,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,
1756,,Kilchoan_young,,13,12_5_2025,7,3,7,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,55,,,,,2,7,Membranipora,0.1,0.007853982,,4,28,179
1757,,Kilchoan_young,,13,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,30,,,,,2,7,Membranipora,0.1,0.007853982,,4,28,
1758,,Kilchoan_young,,13,12_5_2025,7,3,7,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,55,53,,,,1,7,Obelia,NA,NA,1,,28,179
1759,,Kilchoan_young,,13,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,30,53,,,,1,7,Obelia,NA,NA,1,,28,
1760,,Kilchoan_young,,13,12_5_2025,7,3,7,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,55,,,,,3,7,,,NA,,,28,179
1761,,Kilchoan_young,,13,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,04/06/2025,30,,,,,3,7,,,NA,,,28,
1762,,Kilchoan_young,,13,12_5_2025,7,3,7,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,12/06/2025,55,50,,,,1,7,,,NA,,10,28,179
1763,,Kilchoan_young,,13,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO13,13,young,12/06/2025,30,50,,,,1,7,,,NA,,10,28,
1764,,Kilchoan_young,,14,12_5_2025,7,2,5,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,04/06/2025,60,30,,,,1,3,Membranipora,0.6,0.282743339,,,30,168
1765,,Kilchoan_young,,14,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,04/06/2025,70,30,,,,1,3,Membranipora,0.6,0.282743339,,,30,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,04/06/2025,60,,,,,,,Obelia,NA,NA,1,,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,04/06/2025,70,,,,,,,Obelia,NA,NA,1,,,
1766,,Kilchoan_young,,14,12_5_2025,7,2,5,Low,P,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,12/06/2025,60,,mia,,,NA,3,,,NA,,,30,168
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,04/06/2025,60,,,,,,,Spirobranchus,,,,2,,
,,,,,,,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,04/06/2025,70,,,,,,,Spirobranchus,,,,2,,
1767,,Kilchoan_young,,14,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO14,14,young,12/06/2025,70,,mia,,,NA,3,,,NA,,,30,
1772,,Kilchoan_young,,15,12_5_2025,7,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,04/06/2025,44,,,,,1,2,Membranipora,0.3,0.070685835,,,31,166
,5,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,AB22,NA,old,12/06/2025,0.6,,tag detached,x,middle,NA,,Pilosa,0.6,0.188495559,,,,
1773,,Kilchoan_young,,15,27_4_2025,7,,,,,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,04/06/2025,43,,,,,1,2,Membranipora,0.3,0.070685835,,,31,
1770,,Kilchoan_young,,15,12_5_2025,7,3,3,Low,C,,orange_yellow,Orange_yellow,marivate_kilchoan,,YO15,15,young,04/06/2025,44,,,,,1,2,Membranipora,0.8,0.502654825,,,31,166
