,tag_no.x,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m,tank,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
2068,21,blue,AB21,NA,02/07/2025,NA,,y,middle,NA,,,NA,,8,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2069,21,blue,AB21,NA,02/07/2025,NA,,y,middle,NA,,,NA,7,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2070,21,blue,AB21,NA,02/07/2025,NA,,y,tip,NA,mm,2,3.141592654,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2071,21,blue,AB21,NA,02/07/2025,NA,,y,tip,NA,ep,4,8.37758041,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2072,21,blue,AB21,NA,02/07/2025,NA,,y,tip,NA,mm,1.5,1.767145868,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2073,21,blue,AB21,NA,02/07/2025,NA,,y,tip,NA,,,NA,6,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2074,21,blue,AB21,NA,02/07/2025,NA,,y,tip,NA,,,NA,,7,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
2075,25,blue,AB25,NA,02/07/2025,NA,,x,base,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2076,25,blue,AB25,NA,02/07/2025,NA,,x,base,NA,,,NA,,12,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2077,25,blue,AB25,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2078,25,blue,AB25,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2079,25,blue,AB25,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2080,25,blue,AB25,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2081,25,blue,AB25,NA,02/07/2025,NA,,x,middle,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2082,25,blue,AB25,NA,02/07/2025,NA,,x,middle,NA,,,NA,,6,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2083,25,blue,AB25,NA,02/07/2025,NA,,x,tip,NA,mm,1,0.785398163,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2084,25,blue,AB25,NA,02/07/2025,NA,,x,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2085,25,blue,AB25,NA,02/07/2025,NA,,x,tip,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2086,25,blue,AB25,NA,02/07/2025,NA,,x,tip,NA,ep,0.2,0.020943951,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2087,25,blue,AB25,NA,02/07/2025,NA,,x,tip,NA,ep,0.6,0.188495559,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2088,25,blue,AB25,NA,02/07/2025,NA,,x,tip,NA,,,NA,,1,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2089,25,blue,AB25,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2090,25,blue,AB25,NA,02/07/2025,NA,,y,base,NA,,,NA,,2,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2091,25,blue,AB25,NA,02/07/2025,NA,,y,middle,NA,ep,2,2.094395102,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2092,25,blue,AB25,NA,02/07/2025,NA,,y,middle,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2093,25,blue,AB25,NA,02/07/2025,NA,1Xstripey blue clam and 1x slug,y,middle,NA,ep,,NA,,3,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
2094,42,green,AG42,NA,02/07/2025,NA,,x,base,NA,mm,1,0.785398163,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2095,42,green,AG42,NA,02/07/2025,NA,,x,middle,NA,ep,1.5,1.178097245,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2096,42,green,AG42,NA,02/07/2025,NA,,x,middle,NA,,,NA,,4,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2097,42,green,AG42,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2098,42,green,AG42,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2099,42,green,AG42,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2100,42,green,AG42,NA,02/07/2025,NA,,y,base,NA,,,NA,,5,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2101,42,green,AG42,NA,02/07/2025,NA,,y,base,NA,,,NA,10,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2102,42,green,AG42,NA,02/07/2025,NA,,y,middle,NA,ep,1.5,1.178097245,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2103,42,green,AG42,NA,02/07/2025,NA,,y,middle,NA,ep,1.5,1.178097245,,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2104,42,green,AG42,NA,02/07/2025,NA,,y,middle,NA,,,NA,,7,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2105,42,green,AG42,NA,02/07/2025,NA,,y,middle,NA,,,NA,8,NA,NA,NA,Adult_local,Green,42,NA,13_5_2025,130,FSC slip,some snails,NA,NA,2,2,High,P,74,123
2106,47,green,AG47,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2107,47,green,AG47,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2108,47,green,AG47,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2109,47,green,AG47,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2110,47,green,AG47,NA,02/07/2025,NA,,x,base,NA,,,NA,,8,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2111,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2112,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2113,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2114,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2115,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2116,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2117,47,green,AG47,NA,02/07/2025,NA,,x,middle,NA,,,NA,,7,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2118,47,green,AG47,NA,02/07/2025,NA,,x,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2119,47,green,AG47,NA,02/07/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2120,47,green,AG47,NA,02/07/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2121,47,green,AG47,NA,02/07/2025,NA,,x,tip,NA,ep,0.6,0.188495559,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2122,47,green,AG47,NA,02/07/2025,NA,,x,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2123,47,green,AG47,NA,02/07/2025,NA,,x,tip,NA,ep,0.1,0.005235988,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2124,47,green,AG47,NA,02/07/2025,NA,1x seasquirt,x,tip,NA,,,NA,,5,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2125,47,green,AG47,NA,02/07/2025,NA,,y,base,NA,,,NA,,9,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2126,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2127,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2128,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2129,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2130,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2131,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2132,47,green,AG47,NA,02/07/2025,NA,,y,middle,NA,,,NA,,20,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2133,47,green,AG47,NA,02/07/2025,NA,,y,tip,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2134,47,green,AG47,NA,02/07/2025,NA,,y,tip,NA,ep,2,2.094395102,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2135,47,green,AG47,NA,02/07/2025,NA,,y,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2136,47,green,AG47,NA,02/07/2025,NA,,y,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2137,47,green,AG47,NA,02/07/2025,NA,,y,tip,NA,ep,2,2.094395102,,NA,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2138,47,green,AG47,NA,02/07/2025,NA,1 x seasquirt,y,tip,NA,,,NA,,4,NA,NA,Adult_local,Green,47,NA,13_5_2025,120,FSC slip,some snails,NA,NA,3,2,High,C,79,139
2139,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2140,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2141,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2142,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2143,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2144,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,,,NA,,3,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2145,31,blue,AB31,NA,02/07/2025,NA,,x,base,NA,,,NA,4,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2146,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,mm,1,0.785398163,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2147,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2148,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2149,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2150,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2151,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,ep,0.2,0.020943951,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2152,31,blue,AB31,NA,02/07/2025,NA,,x,middle,NA,,,NA,,12,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2153,31,blue,AB31,NA,02/07/2025,NA,,x,tip,NA,mm,2,3.141592654,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2154,31,blue,AB31,NA,02/07/2025,NA,,x,tip,NA,ep,1.5,1.178097245,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2155,31,blue,AB31,NA,02/07/2025,NA,,x,tip,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2156,31,blue,AB31,NA,02/07/2025,NA,,x,tip,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2157,31,blue,AB31,NA,02/07/2025,NA,,x,tip,NA,,,NA,,10,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2158,31,blue,AB31,NA,02/07/2025,NA,,x,tip,NA,,,NA,10,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2159,31,blue,AB31,NA,02/07/2025,NA,,y,base,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2160,31,blue,AB31,NA,02/07/2025,NA,,y,base,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2161,31,blue,AB31,NA,02/07/2025,NA,,y,base,NA,ep,2.5,3.272492347,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2162,31,blue,AB31,NA,02/07/2025,NA,,y,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2163,31,blue,AB31,NA,02/07/2025,NA,,y,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2164,31,blue,AB31,NA,02/07/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2165,31,blue,AB31,NA,02/07/2025,NA,,,,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2166,31,blue,AB31,NA,02/07/2025,NA,,y,middle,NA,,,NA,,6,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2167,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,mm,2,3.141592654,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2168,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2169,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2170,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2171,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2172,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2173,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,,,NA,,5,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2174,31,blue,AB31,NA,02/07/2025,NA,,y,tip,NA,,,NA,20,NA,NA,NA,Adult_local,Blue,31,NA,12_5_2025,240,farland,"bryo=29;hydro=74,blueRay_limpet=1",NA,NA,7,3,Low,C,63,152
2175,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,mm,0.4,0.125663706,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2176,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2177,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2178,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2179,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2180,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2181,26,blue,AB26,NA,02/07/2025,NA,,x,middle,NA,ep,1.5,1.178097245,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2182,26,blue,AB26,NA,02/07/2025,NA,,x,base,NA,,,NA,,2,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2183,26,blue,AB26,NA,02/07/2025,NA,,x,tip,NA,ep,2.5,3.272492347,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2184,26,blue,AB26,NA,02/07/2025,NA,2 x seasquirt,x,tip,NA,,,NA,,3,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2185,26,blue,AB26,NA,02/07/2025,NA,,y,base,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2186,26,blue,AB26,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2187,26,blue,AB26,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
2188,26,blue,AB26,NA,02/07/2025,NA,,y,base,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
