Unnamed: 0,Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,Notes on blades,Sample no,Total_Zooplankton,total reads,Total_Phytoplankton,taxa,abundance,sample_type,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Family,Genus,Focal_sp
20962,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Skeletonema marinoi,,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
21573,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Skeletonema marinoi,,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
22184,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
22795,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
23406,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
24017,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Skeletonema marinoi,0.004136231,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
24628,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
25239,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
25850,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
26461,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
27072,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
27683,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
28294,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
28905,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
29516,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
30127,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
30738,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
31349,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
31960,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Skeletonema marinoi,0,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
32571,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Skeletonema marinoi,0.020129561,eDNA,Chromista,Ochrophyta,,Bacillariophyceae,,,Thalassiosirales,Skeletonemataceae,Skeletonema,No
154,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
765,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
1376,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
1987,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
2598,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
3209,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Skeletonema menzelii...168,1.471030366,eDNA,,,,,,,,,,No
3820,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Skeletonema menzelii...168,2.688014101,eDNA,,,,,,,,,,No
4431,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Skeletonema menzelii...168,0.568990043,eDNA,,,,,,,,,,No
5042,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Skeletonema menzelii...168,3.994351632,eDNA,,,,,,,,,,No
5653,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Skeletonema menzelii...168,0.087987164,eDNA,,,,,,,,,,No
6264,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Skeletonema menzelii...168,0.585498458,eDNA,,,,,,,,,,No
6875,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Skeletonema menzelii...168,0.33550065,eDNA,,,,,,,,,,No
7486,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Skeletonema menzelii...168,0.021725257,eDNA,,,,,,,,,,No
8097,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
8708,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Skeletonema menzelii...168,0.014194016,eDNA,,,,,,,,,,No
9319,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Skeletonema menzelii...168,0.463752506,eDNA,,,,,,,,,,No
9930,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Skeletonema menzelii...168,0.011590619,eDNA,,,,,,,,,,No
10541,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Skeletonema menzelii...168,0.038467457,eDNA,,,,,,,,,,No
11152,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
11763,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Skeletonema menzelii...168,0.961538462,eDNA,,,,,,,,,,No
12374,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
12985,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
13596,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
14207,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
14818,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
15429,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Skeletonema menzelii...168,0.221188563,eDNA,,,,,,,,,,No
16040,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
16651,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,Skeletonema menzelii...168,6.06424687,eDNA,,,,,,,,,,No
17262,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,Skeletonema menzelii...168,0.179023156,eDNA,,,,,,,,,,No
17873,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Skeletonema menzelii...168,1.005317986,eDNA,,,,,,,,,,No
18484,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Skeletonema menzelii...168,5.293898347,eDNA,,,,,,,,,,No
19095,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Skeletonema menzelii...168,3.024017467,eDNA,,,,,,,,,,No
19706,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Skeletonema menzelii...168,5.962992759,eDNA,,,,,,,,,,No
20317,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Skeletonema menzelii...168,,eDNA,,,,,,,,,,No
20928,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Skeletonema menzelii...168,,eDNA,,,,,,,,,,No
21539,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Skeletonema menzelii...168,,eDNA,,,,,,,,,,No
22150,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
22761,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
23372,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
23983,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Skeletonema menzelii...168,0.658487959,eDNA,,,,,,,,,,No
24594,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
25205,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
25816,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
26427,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
27038,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Skeletonema menzelii...168,3.207900988,eDNA,,,,,,,,,,No
27649,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
28260,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
28871,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
29482,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Skeletonema menzelii...168,0.46728972,eDNA,,,,,,,,,,No
30093,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Skeletonema menzelii...168,0,eDNA,,,,,,,,,,No
30704,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Skeletonema menzelii...168,0.589166374,eDNA,,,,,,,,,,No
31315,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Skeletonema menzelii...168,0.289615225,eDNA,,,,,,,,,,No
31926,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Skeletonema menzelii...168,2.087592389,eDNA,,,,,,,,,,No
32537,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Skeletonema menzelii...168,4.099110639,eDNA,,,,,,,,,,No
196,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
807,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
1418,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
2029,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
2640,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
3251,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
3862,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
4473,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
5084,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Skeletonema menzelii...210,0.128749572,eDNA,,,,,,,,,,No
5695,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
6306,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
6917,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
7528,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
8139,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
8750,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
9361,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
9972,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
10583,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
11194,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
11805,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
12416,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
13027,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
13638,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
14249,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
14860,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
15471,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
16082,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
16693,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
17304,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
17915,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
18526,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
19137,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
19748,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
20359,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Skeletonema menzelii...210,,eDNA,,,,,,,,,,No
20970,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Skeletonema menzelii...210,,eDNA,,,,,,,,,,No
21581,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Skeletonema menzelii...210,,eDNA,,,,,,,,,,No
22192,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
22803,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
23414,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
24025,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
24636,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
25247,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
25858,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
26469,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
27080,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
27691,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
28302,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
28913,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
29524,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
30135,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
30746,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
31357,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
31968,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
32579,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Skeletonema menzelii...210,0,eDNA,,,,,,,,,,No
213,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
824,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
1435,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
2046,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
2657,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
3268,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
3879,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
4490,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
5101,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
5712,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
6323,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
6934,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
7545,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Skeletonema menzelii...227,0,eDNA,,,,,,,,,,No
