Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,sample_type,Total_reads,Species,Kingdom,Phylum,Class,Order,Family,Genus,Species_full,Abundance,group_precise
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Phaeocystis globosa.2,Chromista,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,0.008751094,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,3.207900988,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Cyclotella cryptica.1,Chromista,Ochrophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica,0.141267658,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Thalassiosira nordenskioeldii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,0.005000625,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Cyclotella cryptica.2,Chromista,Ochrophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica,0.056257032,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Skeletonema potamos.1,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos,0.011251406,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Minutocellus polymorphus.7,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,3.680460058,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Ditylum brightwellii.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,0.301287661,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Minutocellus polymorphus.8,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,1.512689086,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Minutocellus polymorphus.10,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.758844856,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Minutocellus polymorphus.11,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.283785473,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Minutocellus polymorphus.12,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.688836105,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Minutocellus polymorphus.15,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.198774847,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,invertebrate environmental sample,,,,,,,,0.128766096,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,invertebrate environmental sample.1,,,,,,,,9.82247781,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,invertebrate environmental sample.6,,,,,,,,0.008751094,no
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,invertebrate environmental sample.10,,,,,,,,0.036254532,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Emiliania huxleyi.1,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,0.044296134,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Chaetoceros tenuissimus,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.307119865,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia delicatula,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.171278386,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia delicatula.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.109263798,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia striata,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0.109263798,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia striata.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0.005906151,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Ditylum brightwellii.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,0.017718454,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Cassiopea xamachana,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,0.564037445,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Cassiopea xamachana.1,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,0.313026017,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Asplanchna sieboldii,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,3.363553141,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Monogononta sp. R35_CoastL.1,,,,,,Monogononta,Monogononta sp. R35 CoastL,0.026577681,no
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,invertebrate environmental sample,,,,,,,,10.08770635,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Emiliania huxleyi.1,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,0.044296134,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Chaetoceros tenuissimus,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.307119865,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia delicatula,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.171278386,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia delicatula.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.109263798,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia striata,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0.109263798,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Guinardia striata.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0.005906151,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Ditylum brightwellii.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,0.017718454,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Cassiopea xamachana,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,0.564037445,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Cassiopea xamachana.1,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,0.313026017,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Asplanchna sieboldii,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,3.363553141,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Monogononta sp. R35_CoastL.1,,,,,,Monogononta,Monogononta sp. R35 CoastL,0.026577681,no
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,invertebrate environmental sample,,,,,,,,10.08770635,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Dimeregramma acutum,Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Dimeregramma,Dimeregramma acutum,0.078308536,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Minutocellus polymorphus,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.078308536,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Minutocellus polymorphus.4,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.041764552,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Chaetoceros tenuissimus,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.015661707,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Guinardia delicatula.1,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.031323414,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Stephanodiscus cf. minutulus.1,Chromista,Ochrophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus cf. minutulus,0.015661707,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Lithodesmium intricatum.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.031323414,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Ceriantharia gen. n. sp. n. US-2023,Animalia,Cnidaria,Anthozoa,Ceriantharia,Cerianthidae,Ceriantharia,Ceriantharia gen. n. sp. n. US-2023,0.245366745,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Cassiopea xamachana,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,0.083529105,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Urodasys sp. 114a.19,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.046985121,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.495954059,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Monostilifera sp..1,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.589924302,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Monostilifera sp..4,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.589924302,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Svenzea sp. 1 PRT-2020,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Svenzea,Svenzea sp. 1 PRT-2020,0.020882276,no
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Polyarthra dolichoptera complex sp. UO-2013,,,,,,Polyarthra,Polyarthra dolichoptera complex sp. UO-2013,0.041764552,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Dimeregramma acutum,Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Dimeregramma,Dimeregramma acutum,0.078308536,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Minutocellus polymorphus,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.078308536,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Minutocellus polymorphus.4,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.041764552,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Chaetoceros tenuissimus,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.015661707,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Guinardia delicatula.1,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.031323414,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Stephanodiscus cf. minutulus.1,Chromista,Ochrophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,Stephanodiscus cf. minutulus,0.015661707,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Lithodesmium intricatum.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.031323414,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Ceriantharia gen. n. sp. n. US-2023,Animalia,Cnidaria,Anthozoa,Ceriantharia,Cerianthidae,Ceriantharia,Ceriantharia gen. n. sp. n. US-2023,0.245366745,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Cassiopea xamachana,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,0.083529105,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Urodasys sp. 114a.19,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.046985121,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.495954059,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Monostilifera sp..1,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.589924302,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Monostilifera sp..4,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.589924302,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Svenzea sp. 1 PRT-2020,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Svenzea,Svenzea sp. 1 PRT-2020,0.020882276,no
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Polyarthra dolichoptera complex sp. UO-2013,,,,,,Polyarthra,Polyarthra dolichoptera complex sp. UO-2013,0.041764552,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Minutocellus polymorphus.2,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.053235538,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.46728972,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,7.435230096,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Minutocellus polymorphus.7,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.153791553,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Minutocellus polymorphus.14,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.289837927,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,3.288773217,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Asplanchna sieboldii,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,0.703892109,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,invertebrate environmental sample,,,,,,,,0.035490358,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,invertebrate environmental sample.30,,,,,,,,0.011830119,no
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Crustacea environmental sample,,,,,,,,5.335383887,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Minutocellus polymorphus.2,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.053235538,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.46728972,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,7.435230096,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Minutocellus polymorphus.7,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.153791553,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Minutocellus polymorphus.14,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.289837927,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,3.288773217,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Asplanchna sieboldii,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,0.703892109,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,invertebrate environmental sample,,,,,,,,0.035490358,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,invertebrate environmental sample.30,,,,,,,,0.011830119,no
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Crustacea environmental sample,,,,,,,,5.335383887,no
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassiosira rotula,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.417304215,no
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassiosira rotula.2,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.27820281,no
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassiosira rotula.9,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.041730421,no
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,0.598136041,no
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.083460843,no
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Crustacea environmental sample,,,,,,,,2.225622479,no
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassiosira rotula,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.417304215,no
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassiosira rotula.2,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.27820281,no
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassiosira rotula.9,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.041730421,no
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,0.598136041,no
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.083460843,no
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Crustacea environmental sample,,,,,,,,2.225622479,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.589166374,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Thalassiosira rotula.5,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.105522336,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,6.8237777,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Minutocellus polymorphus.7,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.43088287,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Minutocellus polymorphus.20,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.307773479,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.940907492,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Asplanchna sieboldii,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,0.932113964,no
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Crustacea environmental sample,,,,,,,,1.55645445,no
Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.589166374,no
Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Thalassiosira rotula.5,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.105522336,no
