,seaweed,sample_code,site,location,station_no,date,day,month,year,notes_on_blades,sample_no,species_id,measurement_value,measurement_type,measurement_origin,parsed_date,species_name,X,kingdom,phylum,class,order,family,genus
12127,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_obelia_dichotoma,0,otu,edna,30/07/2022,obelia dichotoma,NA,NA,NA,NA,NA,NA,NA
12128,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_rissoa_guernei,0,otu,edna,30/07/2022,rissoa guernei,NA,NA,NA,NA,NA,NA,NA
12129,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_amphipoda,0,otu,edna,30/07/2022,total amphipoda,NA,NA,NA,NA,NA,NA,NA
12130,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_annelida,0,otu,edna,30/07/2022,total annelida,NA,NA,NA,NA,NA,NA,NA
12131,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_balanoida,0,otu,edna,30/07/2022,total balanoida,NA,NA,NA,NA,NA,NA,NA
12132,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_bivalvia,0,otu,edna,30/07/2022,total bivalvia,NA,NA,NA,NA,NA,NA,NA
12133,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_copepoda,0,otu,edna,30/07/2022,total copepoda,NA,NA,NA,NA,NA,NA,NA
12134,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_gastropoda,0,otu,edna,30/07/2022,total gastropoda,NA,NA,NA,NA,NA,NA,NA
12135,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,otu_total_hydrozoa,0,otu,edna,30/07/2022,total hydrozoa,NA,NA,NA,NA,NA,NA,NA
12136,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_brachiopoda_otu,0,NA,NA,30/07/2022,total brachiopoda otu,NA,NA,NA,NA,NA,NA,NA
12137,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,blade_area,748,NA,NA,30/07/2022,blade area,NA,NA,NA,NA,NA,NA,NA
12138,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_area,280,NA,NA,30/07/2022,total area,NA,NA,NA,NA,NA,NA,NA
12139,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,for_standardizing,280,NA,NA,30/07/2022,for standardizing,NA,NA,NA,NA,NA,NA,NA
12140,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,species_richness,24,NA,NA,30/07/2022,species richness,NA,NA,NA,NA,NA,NA,NA
12141,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_blade_hydrozoans,3.74,blade_coverage,blade_coverage,30/07/2022,percent blade hydrozoans,NA,NA,NA,NA,NA,NA,NA
12142,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_blade_bryozoans,61.38,blade_coverage,blade_coverage,30/07/2022,percent blade bryozoans,NA,NA,NA,NA,NA,NA,NA
12143,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_blade_ectocarpus,NA,blade_coverage,blade_coverage,30/07/2022,percent blade ectocarpus,NA,NA,NA,NA,NA,NA,NA
12144,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,mussel_juveniles,NA,NA,NA,30/07/2022,mussel juveniles,NA,NA,NA,NA,NA,NA,NA
12145,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_epiphytes,NA,blade_coverage,blade_coverage,30/07/2022,percent epiphytes,NA,NA,NA,NA,NA,NA,NA
12146,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_brown_blotches,NA,blade_coverage,blade_coverage,30/07/2022,percent brown blotches,NA,NA,NA,NA,NA,NA,NA
12147,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_hydrozoans,10,blade_coverage,blade_coverage,30/07/2022,percent hydrozoans,NA,NA,NA,NA,NA,NA,NA
12148,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,percent_bryozoans,60,blade_coverage,blade_coverage,30/07/2022,percent bryozoans,NA,NA,NA,NA,NA,NA,NA
12149,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,tufts_cm2,NA,NA,NA,30/07/2022,tufts cm2,NA,NA,NA,NA,NA,NA,NA
12150,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_amphipoda,2152,NA,NA,30/07/2022,total amphipoda,NA,NA,NA,NA,NA,NA,NA
12151,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_bivalvia,1240,NA,NA,30/07/2022,total bivalvia,NA,NA,NA,NA,NA,NA,NA
12152,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_copepoda_2,352,NA,NA,30/07/2022,total copepoda 2,NA,NA,NA,NA,NA,NA,NA
12153,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_gasteropoda,32,NA,NA,30/07/2022,total gasteropoda,NA,NA,NA,NA,NA,NA,NA
12154,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_isopoda,0,NA,NA,30/07/2022,total isopoda,NA,NA,NA,NA,NA,NA,NA
12155,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,total_nemerta,4,NA,NA,30/07/2022,total nemerta,NA,NA,NA,NA,NA,NA,NA
12156,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,polychaeta_tot,12,NA,NA,30/07/2022,polychaeta tot,NA,NA,NA,NA,NA,NA,NA
12157,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,halacaridae,NA,NA,NA,30/07/2022,halacaridae,52,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,NA
12158,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,arthropod,NA,NA,NA,30/07/2022,arthropod,NA,NA,NA,NA,NA,NA,NA
12159,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,amphipod,1360,NA,NA,30/07/2022,amphipod,NA,NA,NA,NA,NA,NA,NA
12160,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,caprellidae,8,NA,NA,30/07/2022,caprellidae,54,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA
12161,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,gammaridae,12,NA,NA,30/07/2022,gammaridae,55,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA
12162,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,jassa,772,NA,NA,30/07/2022,jassa,56,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa
12163,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,annelida_tube,NA,NA,NA,30/07/2022,annelida tube,NA,NA,NA,NA,NA,NA,NA
12164,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,asteroidea,NA,NA,NA,30/07/2022,asteroidea,57,Animalia,Echinodermata,Asteroidea,NA,NA,NA
12165,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,bivalve,252,NA,NA,30/07/2022,bivalve,NA,NA,NA,NA,NA,NA,NA
12166,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,cerastoderma,NA,NA,NA,30/07/2022,cerastoderma,58,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma
12167,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,mytilus,968,NA,NA,30/07/2022,mytilus,59,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
12168,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,ostrea,NA,NA,NA,30/07/2022,ostrea,60,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea
12169,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,pecten,16,NA,NA,30/07/2022,pecten,61,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten
12170,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,scallop_brown,4,NA,NA,30/07/2022,scallop brown,NA,NA,NA,NA,NA,NA,NA
12171,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,scallop_pink,NA,NA,NA,30/07/2022,scallop pink,NA,NA,NA,NA,NA,NA,NA
12172,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,cirripedia,NA,NA,NA,30/07/2022,cirripedia,62,Animalia,Arthropoda,Thecostraca,NA,NA,NA
12173,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,copepod,NA,NA,NA,30/07/2022,copepod,NA,NA,NA,NA,NA,NA,NA
12174,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,harpacticoida,352,NA,NA,30/07/2022,harpacticoida,64,Animalia,Arthropoda,Copepoda,Harpacticoida,NA,NA
12175,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,corophium,NA,NA,NA,30/07/2022,corophium,65,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium
12176,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,cumacea,NA,NA,NA,30/07/2022,cumacea,66,Animalia,Arthropoda,Malacostraca,Cumacea,NA,NA
12177,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,cancer_pagurus,NA,NA,NA,30/07/2022,cancer pagurus,67,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer
12178,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,brachyura,4,NA,NA,30/07/2022,brachyura,68,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA
12179,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,dendronotidae,NA,NA,NA,30/07/2022,dendronotidae,69,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,NA
12180,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,echinoidea,NA,NA,NA,30/07/2022,echinoidea,70,Animalia,Echinodermata,Echinoidea,NA,NA,NA
12181,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,calcareous,NA,NA,NA,30/07/2022,calcareous,NA,NA,NA,NA,NA,NA,NA
12182,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,euphausiacea,NA,NA,NA,30/07/2022,euphausiacea,71,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA
12183,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,gastropod,NA,NA,NA,30/07/2022,gastropod,NA,NA,NA,NA,NA,NA,NA
12184,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,gibbula,NA,NA,NA,30/07/2022,gibbula,73,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula
12185,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,lacuna,32,NA,NA,30/07/2022,lacuna,74,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna
12186,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,rissoa,NA,NA,NA,30/07/2022,rissoa,75,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa
12187,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,patella,NA,NA,NA,30/07/2022,patella,76,Animalia,Mollusca,Gastropoda,NA,Patellidae,Patella
12188,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,isopod,NA,NA,NA,30/07/2022,isopod,NA,NA,NA,NA,NA,NA,NA
12189,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,idoteidae,NA,NA,NA,30/07/2022,idoteidae,78,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,NA
12190,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,janiridae,NA,NA,NA,30/07/2022,janiridae,79,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,NA
12191,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,isopod_larvae,NA,NA,NA,30/07/2022,isopod larvae,NA,NA,NA,NA,NA,NA,NA
12192,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,zoea_larva,NA,NA,NA,30/07/2022,zoea larva,NA,NA,NA,NA,NA,NA,NA
12193,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,mysid,NA,NA,NA,30/07/2022,mysid,NA,NA,NA,NA,NA,NA,NA
12194,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,nemertea,4,NA,NA,30/07/2022,nemertea,81,Animalia,Nemertea,NA,NA,NA,NA
12195,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,cephalothrix,NA,NA,NA,30/07/2022,cephalothrix,82,Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix
12196,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,haplonemertea,NA,NA,NA,30/07/2022,haplonemertea,NA,NA,NA,NA,NA,NA,NA
12197,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,oligochaeta_nereididae,NA,NA,NA,30/07/2022,oligochaeta nereididae,NA,NA,NA,NA,NA,NA,NA
12198,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,ostracoda,NA,NA,NA,30/07/2022,ostracoda,83,Animalia,Arthropoda,Ostracoda,NA,NA,NA
12199,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,polychaeta_larvae,NA,NA,NA,30/07/2022,polychaeta larvae,NA,NA,NA,NA,NA,NA,NA
12200,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,phyllodocida,12,NA,NA,30/07/2022,phyllodocida,84,Animalia,Annelida,Polychaeta,Phyllodocida,NA,NA
12201,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,polycheate_tube,NA,NA,NA,30/07/2022,polycheate tube,NA,NA,NA,NA,NA,NA,NA
12202,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,foraminifer,16,NA,NA,30/07/2022,foraminifer,NA,NA,NA,NA,NA,NA,NA
12203,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,x,NA,NA,NA,30/07/2022,x,NA,NA,NA,NA,NA,NA,NA
12204,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,x_1,NA,NA,NA,30/07/2022,x 1,NA,NA,NA,NA,NA,NA,NA
12205,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,blade_amphipod_p_cm,2.877005348,blade_abundance,blade_abundance,30/07/2022,blade amphipod p cm,NA,NA,NA,NA,NA,NA,NA
12206,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,blade_bivalvia_p_cm,1.657754011,blade_abundance,blade_abundance,30/07/2022,blade bivalvia p cm,NA,NA,NA,NA,NA,NA,NA
12207,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,blade_copepoda_p_cm,0.470588235,blade_abundance,blade_abundance,30/07/2022,blade copepoda p cm,NA,NA,NA,NA,NA,NA,NA
12208,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,blade_polychaete_p_cm,0.016042781,blade_abundance,blade_abundance,30/07/2022,blade polychaete p cm,NA,NA,NA,NA,NA,NA,NA
12209,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,total_phytoplankton,NA,NA,NA,30/07/2022,total phytoplankton,NA,NA,NA,NA,NA,NA,NA
12210,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,total_zooplankton,5119,NA,NA,30/07/2022,total zooplankton,NA,NA,NA,NA,NA,NA,NA
12211,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_bivalvia,570,abundance,plankton,30/07/2022,zooplank abundance bivalvia,NA,NA,NA,NA,NA,NA,NA
12212,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_bryozoa_larvae,0,abundance,plankton,30/07/2022,zooplank abundance bryozoa larvae,NA,NA,NA,NA,NA,NA,NA
12213,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_gastropoda,108,abundance,plankton,30/07/2022,zooplank abundance gastropoda,NA,NA,NA,NA,NA,NA,NA
12214,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_holoplankton,4264,abundance,plankton,30/07/2022,zooplank abundance holoplankton,NA,NA,NA,NA,NA,NA,NA
12215,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_hydroids,35,abundance,plankton,30/07/2022,zooplank abundance hydroids,NA,NA,NA,NA,NA,NA,NA
12216,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_obelia,2,abundance,plankton,30/07/2022,zooplank abundance obelia,NA,NA,NA,NA,NA,NA,NA
12217,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_total_hydrozoa,90,abundance,plankton,30/07/2022,zooplank abundance total hydrozoa,NA,NA,NA,NA,NA,NA,NA
12218,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_meroplankton,856,abundance,plankton,30/07/2022,zooplank abundance meroplankton,NA,NA,NA,NA,NA,NA,NA
12219,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_total_balanoida,0,abundance,plankton,30/07/2022,zooplank abundance total balanoida,NA,NA,NA,NA,NA,NA,NA
12220,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_total_brachiopoda,108,abundance,plankton,30/07/2022,zooplank abundance total brachiopoda,NA,NA,NA,NA,NA,NA,NA
12221,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_total_copepoda,3911,abundance,plankton,30/07/2022,zooplank abundance total copepoda,NA,NA,NA,NA,NA,NA,NA
12222,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_total_malacostraca,57,abundance,plankton,30/07/2022,zooplank abundance total malacostraca,NA,NA,NA,NA,NA,NA,NA
12223,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,zooplank_abundance_total_polychaeta,31,abundance,plankton,30/07/2022,zooplank abundance total polychaeta,NA,NA,NA,NA,NA,NA,NA
12224,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,unknown_jellies,0,NA,NA,30/07/2022,unknown jellies,NA,NA,NA,NA,NA,NA,NA
12225,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,total_reads,39995,NA,NA,30/07/2022,total reads,NA,NA,NA,NA,NA,NA,NA
12226,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_celleporella_hyalina,0,otu,edna,30/07/2022,celleporella hyalina,NA,NA,NA,NA,NA,NA,NA
12227,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_doto_coronata,0,otu,edna,30/07/2022,doto coronata,NA,NA,NA,NA,NA,NA,NA
12228,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_ectocarpus_subulatus,0,otu,edna,30/07/2022,ectocarpus subulatus,NA,NA,NA,NA,NA,NA,NA
12229,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_electra_pilosa,0,otu,edna,30/07/2022,electra pilosa,NA,NA,NA,NA,NA,NA,NA
12230,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_jassa_herdmani,0,otu,edna,30/07/2022,jassa herdmani,NA,NA,NA,NA,NA,NA,NA
12231,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_lacuna_vincta,0,otu,edna,30/07/2022,lacuna vincta,NA,NA,NA,NA,NA,NA,NA
12232,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_membranipora_membranacea,0,otu,edna,30/07/2022,membranipora membranacea,NA,NA,NA,NA,NA,NA,NA
12233,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_mytilidae,0,otu,edna,30/07/2022,mytilidae,NA,NA,NA,NA,NA,NA,NA
12234,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_obelia,0,otu,edna,30/07/2022,obelia,NA,NA,NA,NA,NA,NA,NA
12235,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_obelia_bidentata,0,otu,edna,30/07/2022,obelia bidentata,NA,NA,NA,NA,NA,NA,NA
12236,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_obelia_dichotoma,0,otu,edna,30/07/2022,obelia dichotoma,NA,NA,NA,NA,NA,NA,NA
12237,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_rissoa_guernei,0,otu,edna,30/07/2022,rissoa guernei,NA,NA,NA,NA,NA,NA,NA
12238,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_amphipoda,0,otu,edna,30/07/2022,total amphipoda,NA,NA,NA,NA,NA,NA,NA
12239,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_annelida,0,otu,edna,30/07/2022,total annelida,NA,NA,NA,NA,NA,NA,NA
12240,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_balanoida,0,otu,edna,30/07/2022,total balanoida,NA,NA,NA,NA,NA,NA,NA
12241,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_bivalvia,0,otu,edna,30/07/2022,total bivalvia,NA,NA,NA,NA,NA,NA,NA
12242,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_copepoda,0,otu,edna,30/07/2022,total copepoda,NA,NA,NA,NA,NA,NA,NA
12243,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_gastropoda,0,otu,edna,30/07/2022,total gastropoda,NA,NA,NA,NA,NA,NA,NA
12244,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,otu_total_hydrozoa,0.22,otu,edna,30/07/2022,total hydrozoa,NA,NA,NA,NA,NA,NA,NA
12245,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,total_brachiopoda_otu,0.246,NA,NA,30/07/2022,total brachiopoda otu,NA,NA,NA,NA,NA,NA,NA
12246,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,blade_area,964,NA,NA,30/07/2022,blade area,NA,NA,NA,NA,NA,NA,NA
12247,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,total_area,403,NA,NA,30/07/2022,total area,NA,NA,NA,NA,NA,NA,NA
12248,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,for_standardizing,403,NA,NA,30/07/2022,for standardizing,NA,NA,NA,NA,NA,NA,NA
12249,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,species_richness,21,NA,NA,30/07/2022,species richness,NA,NA,NA,NA,NA,NA,NA
12250,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,percent_blade_hydrozoans,2.98,blade_coverage,blade_coverage,30/07/2022,percent blade hydrozoans,NA,NA,NA,NA,NA,NA,NA
12251,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,percent_blade_bryozoans,91.64,blade_coverage,blade_coverage,30/07/2022,percent blade bryozoans,NA,NA,NA,NA,NA,NA,NA
12252,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,percent_blade_ectocarpus,NA,blade_coverage,blade_coverage,30/07/2022,percent blade ectocarpus,NA,NA,NA,NA,NA,NA,NA
12253,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,mussel_juveniles,NA,NA,NA,30/07/2022,mussel juveniles,NA,NA,NA,NA,NA,NA,NA
12254,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,percent_epiphytes,NA,blade_coverage,blade_coverage,30/07/2022,percent epiphytes,NA,NA,NA,NA,NA,NA,NA
12255,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,percent_brown_blotches,5,blade_coverage,blade_coverage,30/07/2022,percent brown blotches,NA,NA,NA,NA,NA,NA,NA
